filename,label
447,mountain
448,street
449,sea
450,glacier
451,buildings
452,street
453,forest
454,glacier
455,forest
456,buildings
457,forest
458,forest
459,mountain
460,sea
461,mountain
462,street
463,forest
464,mountain
465,mountain
466,buildings
467,mountain
468,sea
469,street
470,glacier
471,sea
472,glacier
473,glacier
474,glacier
475,mountain
476,glacier
477,forest
478,buildings
479,buildings
480,glacier
481,forest
482,buildings
483,sea
484,glacier
485,glacier
486,sea
487,sea
488,forest
489,glacier
490,glacier
491,buildings
492,forest
493,street
494,sea
495,buildings
496,buildings
497,forest
498,mountain
499,mountain
500,buildings
501,buildings
502,street
503,sea
504,street
505,glacier
506,forest
507,mountain
508,sea
509,glacier
510,forest
511,mountain
512,street
513,sea
514,mountain
515,mountain
516,sea
517,sea
518,buildings
519,buildings
520,glacier
521,forest
522,street
523,buildings
524,buildings
525,sea
526,glacier
527,buildings
528,glacier
529,mountain
530,sea
531,mountain
532,buildings
533,buildings
534,street
535,mountain
536,street
537,street
538,mountain
539,street
540,buildings
541,buildings
542,forest
543,glacier
544,glacier
545,forest
546,mountain
547,buildings
548,sea
549,forest
550,mountain
551,glacier
552,street
553,buildings
554,street
555,sea
556,forest
557,mountain
558,forest
559,glacier
560,buildings
561,buildings
562,sea
563,sea
564,glacier
565,glacier
566,mountain
567,sea
568,street
569,glacier
570,street
571,buildings
572,forest
573,buildings
574,glacier
575,glacier
576,mountain
577,buildings
578,sea
579,mountain
580,sea
581,mountain
582,glacier
583,forest
584,sea
585,buildings
586,buildings
587,forest
588,sea
589,sea
590,forest
591,sea
592,sea
593,sea
594,buildings
595,street
596,glacier
597,sea
598,sea
599,forest
600,mountain
601,mountain
602,glacier
603,sea
604,mountain
605,sea
606,sea
607,street
608,mountain
609,mountain
610,street
611,forest
612,street
613,buildings
614,glacier
615,buildings
616,sea
617,street
618,sea
619,buildings
620,forest
621,street
622,buildings
623,sea
624,sea
625,forest
626,mountain
627,sea
628,mountain
629,glacier
630,sea
631,street
632,forest
633,buildings
634,buildings
635,glacier
636,forest
637,forest
638,forest
639,forest
640,street
641,street
642,sea
643,buildings
644,sea
645,mountain
646,forest
647,glacier
648,mountain
649,buildings
650,glacier
651,sea
652,street
653,glacier
654,forest
655,mountain
656,street
657,street
658,glacier
659,buildings
660,mountain
661,sea
662,sea
663,buildings
664,glacier
665,forest
666,street
667,mountain
668,mountain
669,mountain
670,sea
671,forest
672,sea
673,forest
674,mountain
675,mountain
676,glacier
677,glacier
678,mountain
679,forest
680,street
681,sea
682,forest
683,mountain
684,buildings
685,mountain
686,buildings
687,street
688,forest
689,forest
690,glacier
691,street
692,glacier
693,buildings
694,buildings
695,glacier
696,mountain
697,buildings
698,buildings
699,buildings
700,sea
701,street
702,forest
703,mountain
704,street
705,street
706,buildings
707,sea
708,glacier
709,street
710,forest
711,sea
712,street
713,street
714,mountain
715,buildings
716,sea
717,street
718,buildings
719,glacier
720,glacier
721,mountain
722,forest
723,mountain
724,mountain
725,street
726,forest
727,sea
728,sea
729,mountain
730,mountain
731,sea
732,sea
733,forest
734,street
735,buildings
736,forest
737,forest
738,sea
739,forest
740,glacier
741,buildings
742,street
743,mountain
744,buildings
745,forest
746,glacier
747,sea
748,glacier
749,street
750,buildings
751,buildings
752,mountain
753,buildings
754,sea
755,street
756,sea
757,forest
758,sea
759,buildings
760,buildings
761,mountain
762,forest
763,mountain
764,street
765,sea
766,forest
767,forest
768,glacier
769,forest
770,mountain
771,sea
772,street
773,buildings
774,sea
775,sea
776,street
777,buildings
778,street
779,glacier
780,sea
781,glacier
782,mountain
783,street
784,sea
785,mountain
786,street
787,street
788,sea
789,mountain
790,buildings
791,forest
792,sea
793,glacier
794,sea
795,glacier
796,buildings
797,sea
798,buildings
799,sea
800,buildings
801,forest
802,buildings
803,sea
804,street
805,sea
806,street
807,sea
808,forest
809,sea
810,buildings
811,mountain
812,forest
813,forest
814,mountain
815,buildings
816,forest
817,sea
818,street
819,glacier
820,forest
821,glacier
822,sea
823,forest
824,street
825,glacier
826,forest
827,glacier
828,street
829,mountain
830,street
831,street
832,mountain
833,glacier
834,buildings
835,forest
836,street
837,forest
838,sea
839,street
840,forest
841,buildings
842,glacier
843,glacier
844,sea
845,forest
846,sea
847,street
848,sea
849,glacier
850,mountain
851,sea
852,glacier
853,glacier
854,mountain
855,mountain
856,mountain
857,glacier
858,buildings
859,sea
860,forest
861,sea
862,buildings
863,buildings
864,street
865,sea
866,mountain
867,sea
868,forest
869,street
870,mountain
871,glacier
872,buildings
873,glacier
874,mountain
875,street
876,sea
877,forest
878,street
879,buildings
880,street
881,mountain
882,forest
883,street
884,buildings
885,mountain
886,glacier
887,mountain
888,glacier
889,glacier
890,mountain
891,mountain
892,mountain
893,glacier
894,street
895,glacier
896,mountain
897,sea
898,glacier
899,glacier
900,sea
901,buildings
902,buildings
903,street
904,mountain
905,sea
906,street
907,buildings
908,mountain
909,forest
910,sea
911,street
912,buildings
913,glacier
914,sea
915,mountain
916,mountain
917,sea
918,mountain
919,mountain
920,street
921,mountain
922,glacier
923,buildings
924,glacier
925,buildings
926,glacier
927,sea
928,street
929,street
930,mountain
931,glacier
932,glacier
933,street
934,buildings
935,sea
936,forest
937,forest
938,forest
939,sea
940,forest
941,buildings
942,buildings
943,sea
944,buildings
945,buildings
946,glacier
947,street
948,mountain
949,street
950,mountain
951,glacier
952,glacier
953,buildings
954,forest
955,sea
956,mountain
957,glacier
958,glacier
959,mountain
960,buildings
961,street
962,buildings
963,forest
964,forest
965,sea
966,street
967,sea
968,street
969,mountain
970,buildings
971,mountain
972,glacier
973,sea
974,street
975,forest
976,mountain
977,sea
978,buildings
979,glacier
980,street
981,street
982,glacier
983,forest
984,mountain
985,sea
986,forest
987,mountain
988,sea
989,street
990,mountain
991,sea
992,mountain
993,mountain
994,buildings
995,mountain
996,street
997,mountain
998,forest
999,street
1000,buildings
1001,sea
1002,sea
1003,glacier
1004,street
1005,buildings
1006,glacier
1007,mountain
1008,forest
1009,mountain
1010,sea
1011,street
1012,buildings
1013,sea
1014,glacier
1015,street
1016,mountain
1017,sea
1018,sea
1019,buildings
1020,glacier
1021,glacier
1022,buildings
1023,mountain
1024,mountain
1025,street
1026,street
1027,mountain
1028,glacier
1029,buildings
1030,glacier
1031,sea
1032,buildings
1033,glacier
1034,glacier
1035,sea
1036,sea
1037,buildings
1038,street
1039,sea
1040,mountain
1041,forest
1042,forest
1043,forest
1044,sea
1045,mountain
1046,buildings
1047,sea
1048,glacier
1049,forest
1050,glacier
1051,mountain
1052,street
1053,buildings
1054,street
1055,street
1056,buildings
1057,mountain
1058,sea
1059,glacier
1060,street
1061,sea
1062,forest
1063,buildings
1064,glacier
1065,buildings
1066,forest
1067,street
1068,street
1069,mountain
1070,forest
1071,mountain
1072,sea
1073,forest
1074,forest
1075,forest
1076,forest
1077,mountain
1078,buildings
1079,buildings
1080,buildings
1081,sea
1082,street
1083,glacier
1084,street
1085,glacier
1086,mountain
1087,glacier
1088,glacier
1089,street
1090,mountain
1091,mountain
1092,glacier
1093,glacier
1094,buildings
1095,sea
1096,glacier
1097,buildings
1098,mountain
1099,buildings
1100,buildings
1101,forest
1102,buildings
1103,forest
1104,street
1105,forest
1106,street
1107,buildings
1108,forest
1109,forest
1110,forest
1111,street
1112,mountain
1113,forest
1114,street
1115,forest
1116,street
1117,buildings
1118,buildings
1119,forest
1120,street
1121,buildings
1122,street
1123,mountain
1124,mountain
1125,mountain
1126,glacier
1127,sea
1128,forest
1129,glacier
1130,glacier
1131,mountain
1132,forest
1133,street
1134,glacier
1135,buildings
1136,mountain
1137,forest
1138,mountain
1139,sea
1140,street
1141,buildings
1142,glacier
1143,mountain
1144,street
1145,buildings
1146,glacier
1147,mountain
1148,glacier
1149,buildings
1150,buildings
1151,buildings
1152,forest
1153,glacier
1154,glacier
1155,glacier
1156,mountain
1157,mountain
1158,mountain
1159,street
1160,glacier
1161,street
1162,glacier
1163,glacier
1164,street
1165,mountain
1166,sea
1167,mountain
1168,glacier
1169,glacier
1170,mountain
1171,mountain
1172,street
1173,forest
1174,sea
1175,sea
1176,forest
1177,buildings
1178,glacier
1179,forest
1180,forest
1181,street
1182,buildings
1183,sea
1184,forest
1185,glacier
1186,buildings
1187,sea
1188,buildings
1189,sea
1190,glacier
1191,mountain
1192,mountain
1193,forest
1194,street
1195,mountain
1196,street
1197,buildings
1198,glacier
1199,glacier
1200,buildings
1201,forest
1202,glacier
1203,mountain
1204,glacier
1205,forest
1206,street
1207,glacier
1208,glacier
1209,buildings
1210,glacier
1211,buildings
1212,glacier
1213,buildings
1214,forest
1215,street
1216,forest
1217,forest
1218,buildings
1219,buildings
1220,mountain
1221,buildings
1222,buildings
1223,glacier
1224,forest
1225,mountain
1226,buildings
1227,glacier
1228,forest
1229,street
1230,forest
1231,street
1232,glacier
1233,forest
1234,buildings
1235,sea
1236,forest
1237,street
1238,sea
1239,glacier
1240,buildings
1241,forest
1242,sea
1243,street
1244,glacier
1245,street
1246,sea
1247,forest
1248,glacier
1249,glacier
1250,mountain
1251,glacier
1252,mountain
1253,mountain
1254,buildings
1255,mountain
1256,mountain
1257,mountain
1258,mountain
1259,forest
1260,street
1261,forest
1262,sea
1263,glacier
1264,forest
1265,street
1266,street
1267,street
1268,forest
1269,mountain
1270,sea
1271,buildings
1272,sea
1273,mountain
1274,mountain
1275,mountain
1276,mountain
1277,mountain
1278,sea
1279,sea
1280,street
1281,buildings
1282,forest
1283,mountain
1284,glacier
1285,buildings
1286,sea
1287,forest
1288,mountain
1289,glacier
1290,glacier
1291,buildings
1292,sea
1293,forest
1294,mountain
1295,forest
1296,buildings
1297,street
1298,glacier
1299,forest
1300,mountain
1301,forest
1302,buildings
1303,sea
1304,forest
1305,mountain
1306,glacier
1307,glacier
1308,buildings
1309,sea
1310,mountain
1311,street
1312,forest
1313,street
1314,glacier
1315,glacier
1316,street
1317,buildings
1318,glacier
1319,street
1320,glacier
1321,glacier
1322,sea
1323,street
1324,street
1325,forest
1326,street
1327,sea
1328,buildings
1329,street
1330,street
1331,buildings
1332,street
1333,sea
1334,mountain
1335,glacier
1336,forest
1337,buildings
1338,sea
1339,mountain
1340,glacier
1341,street
1342,glacier
1343,glacier
1344,glacier
1345,forest
1346,street
1347,mountain
1348,forest
1349,sea
1350,glacier
1351,street
1352,mountain
1353,street
1354,sea
1355,mountain
1356,forest
1357,buildings
1358,forest
1359,buildings
1360,mountain
1361,forest
1362,street
1363,forest
1364,buildings
1365,mountain
1366,buildings
1367,mountain
1368,sea
1369,sea
1370,glacier
1371,sea
1372,forest
1373,forest
1374,buildings
1375,buildings
1376,buildings
1377,street
1378,sea
1379,forest
1380,street
1381,glacier
1382,mountain
1383,buildings
1384,sea
1385,sea
1386,forest
1387,mountain
1388,street
1389,buildings
1390,street
1391,buildings
1392,street
1393,buildings
1394,buildings
1395,buildings
1396,sea
1397,buildings
1398,forest
1399,forest
1400,glacier
1401,buildings
1402,glacier
1403,buildings
1404,sea
1405,mountain
1406,sea
1407,sea
1408,street
1409,sea
1410,sea
1411,buildings
1412,forest
1413,sea
1414,buildings
1415,mountain
1416,sea
1417,sea
1418,street
1419,glacier
1420,sea
1421,forest
1422,forest
1423,forest
1424,street
1425,mountain
1426,forest
1427,glacier
1428,street
1429,mountain
1430,buildings
1431,street
1432,sea
1433,sea
1434,buildings
1435,buildings
1436,mountain
1437,mountain
1438,sea
1439,street
1440,mountain
1441,glacier
1442,mountain
1443,mountain
1444,buildings
1445,buildings
1446,forest
1447,mountain
1448,forest
1449,glacier
1450,sea
1451,mountain
1452,forest
1453,buildings
1454,glacier
1455,buildings
1456,street
1457,mountain
1458,street
1459,mountain
1460,sea
1461,street
1462,sea
1463,buildings
1464,buildings
1465,street
1466,sea
1467,mountain
1468,sea
1469,mountain
1470,forest
1471,mountain
1472,street
1473,sea
1474,buildings
1475,forest
1476,glacier
1477,mountain
1478,forest
1479,street
1480,glacier
1481,buildings
1482,mountain
1483,glacier
1484,forest
1485,glacier
1486,forest
1487,street
1488,forest
1489,glacier
1490,street
1491,buildings
1492,sea
1493,buildings
1494,street
1495,glacier
1496,glacier
1497,sea
1498,mountain
1499,street
1500,glacier
1501,street
1502,street
1503,buildings
1504,mountain
1505,glacier
1506,mountain
1507,forest
1508,buildings
1509,mountain
1510,buildings
1511,glacier
1512,forest
1513,forest
1514,sea
1515,forest
1516,glacier
1517,mountain
1518,street
1519,buildings
1520,buildings
1521,forest
1522,glacier
1523,forest
1524,street
1525,glacier
1526,glacier
1527,mountain
1528,mountain
1529,mountain
1530,buildings
1531,mountain
1532,glacier
1533,buildings
1534,glacier
1535,mountain
1536,forest
1537,buildings
1538,forest
1539,sea
1540,sea
1541,street
1542,street
1543,forest
1544,glacier
1545,forest
1546,glacier
1547,street
1548,forest
1549,mountain
1550,mountain
1551,forest
1552,sea
1553,glacier
1554,forest
1555,glacier
1556,mountain
1557,sea
1558,sea
1559,street
1560,glacier
1561,glacier
1562,mountain
1563,buildings
1564,street
1565,glacier
1566,buildings
1567,buildings
1568,buildings
1569,mountain
1570,buildings
1571,buildings
1572,glacier
1573,buildings
1574,forest
1575,forest
1576,buildings
1577,buildings
1578,glacier
1579,street
1580,buildings
1581,sea
1582,sea
1583,street
1584,glacier
1585,buildings
1586,glacier
1587,forest
1588,glacier
1589,forest
1590,glacier
1591,sea
1592,glacier
1593,sea
1594,mountain
1595,sea
1596,forest
1597,street
1598,glacier
1599,forest
1600,mountain
1601,glacier
1602,street
1603,glacier
1604,forest
1605,sea
1606,buildings
1607,buildings
1608,forest
1609,street
1610,buildings
1611,mountain
1612,glacier
1613,glacier
1614,forest
1615,street
1616,forest
1617,buildings
1618,glacier
1619,glacier
1620,sea
1621,sea
1622,mountain
1623,mountain
1624,mountain
1625,forest
1626,glacier
1627,forest
1628,buildings
1629,mountain
1630,buildings
1631,buildings
1632,mountain
1633,forest
1634,buildings
1635,sea
1636,sea
1637,sea
1638,buildings
1639,mountain
1640,forest
1641,street
1642,sea
1643,glacier
1644,buildings
1645,sea
1646,sea
1647,street
1648,buildings
1649,street
1650,buildings
1651,mountain
1652,mountain
1653,buildings
1654,forest
1655,street
1656,street
1657,mountain
1658,sea
1659,forest
1660,glacier
1661,sea
1662,street
1663,buildings
1664,buildings
1665,sea
1666,street
1667,street
1668,buildings
1669,sea
1670,glacier
1671,sea
1672,forest
1673,sea
1674,buildings
1675,glacier
1676,sea
1677,buildings
1678,mountain
1679,forest
1680,buildings
1681,mountain
1682,glacier
1683,mountain
1684,street
1685,mountain
1686,sea
1687,buildings
1688,mountain
1689,sea
1690,mountain
1691,street
1692,street
1693,sea
1694,mountain
1695,street
1696,glacier
1697,street
1698,forest
1699,street
1700,glacier
1701,sea
1702,street
1703,mountain
1704,glacier
1705,street
1706,buildings
1707,forest
1708,street
1709,mountain
1710,street
1711,glacier
1712,forest
1713,glacier
1714,buildings
1715,street
1716,buildings
1717,glacier
1718,buildings
1719,glacier
1720,buildings
1721,sea
1722,mountain
1723,street
1724,sea
1725,mountain
1726,sea
1727,forest
1728,forest
1729,glacier
1730,buildings
1731,street
1732,mountain
1733,sea
1734,buildings
1735,street
1736,street
1737,street
1738,glacier
1739,buildings
1740,sea
1741,forest
1742,glacier
1743,mountain
1744,sea
1745,buildings
1746,sea
1747,sea
1748,forest
1749,buildings
1750,street
1751,buildings
1752,buildings
1753,sea
1754,sea
1755,sea
1756,buildings
1757,street
1758,buildings
1759,sea
1760,street
1761,street
1762,forest
1763,forest
1764,glacier
1765,buildings
1766,forest
1767,mountain
1768,mountain
1769,glacier
1770,buildings
1771,sea
1772,sea
1773,forest
1774,street
1775,sea
1776,glacier
1777,mountain
1778,glacier
1779,forest
1780,forest
1781,forest
1782,glacier
1783,glacier
1784,buildings
1785,sea
1786,buildings
1787,street
1788,street
1789,sea
1790,buildings
1791,buildings
1792,forest
1793,street
1794,sea
1795,glacier
1796,street
1797,buildings
1798,sea
1799,street
1800,forest
1801,forest
1802,glacier
1803,mountain
1804,mountain
1805,buildings
1806,buildings
1807,forest
1808,forest
1809,street
1810,buildings
1811,sea
1812,street
1813,buildings
1814,sea
1815,glacier
1816,mountain
1817,buildings
1818,glacier
1819,forest
1820,glacier
1821,sea
1822,glacier
1823,sea
1824,glacier
1825,glacier
1826,glacier
1827,forest
1828,sea
1829,mountain
1830,buildings
1831,glacier
1832,glacier
1833,mountain
1834,street
1835,glacier
1836,forest
1837,sea
1838,forest
1839,buildings
1840,buildings
1841,mountain
1842,mountain
1843,glacier
1844,mountain
1845,street
1846,mountain
1847,buildings
1848,street
1849,glacier
1850,sea
1851,sea
1852,forest
1853,forest
1854,street
1855,mountain
1856,glacier
1857,sea
1858,sea
1859,mountain
1860,buildings
1861,glacier
1862,mountain
1863,street
1864,buildings
1865,sea
1866,mountain
1867,mountain
1868,street
1869,street
1870,street
1871,sea
1872,sea
1873,glacier
1874,sea
1875,forest
1876,forest
1877,buildings
1878,street
1879,mountain
1880,glacier
1881,glacier
1882,buildings
1883,glacier
1884,buildings
1885,buildings
1886,street
1887,forest
1888,forest
1889,buildings
1890,street
1891,forest
1892,mountain
1893,glacier
1894,sea
1895,street
1896,glacier
1897,sea
1898,forest
1899,street
1900,forest
1901,glacier
1902,buildings
1903,glacier
1904,glacier
1905,mountain
1906,buildings
1907,street
1908,glacier
1909,street
1910,street
1911,mountain
1912,glacier
1913,sea
1914,glacier
1915,street
1916,mountain
1917,glacier
1918,glacier
1919,buildings
1920,buildings
1921,glacier
1922,sea
1923,sea
1924,buildings
1925,buildings
1926,mountain
1927,mountain
1928,glacier
1929,glacier
1930,sea
1931,buildings
1932,mountain
1933,glacier
1934,buildings
1935,forest
1936,glacier
1937,glacier
1938,buildings
1939,mountain
1940,street
1941,mountain
1942,forest
1943,glacier
1944,buildings
1945,sea
1946,glacier
1947,buildings
1948,mountain
1949,sea
1950,buildings
1951,street
1952,glacier
1953,sea
1954,glacier
1955,forest
1956,buildings
1957,forest
1958,street
1959,mountain
1960,street
1961,forest
1962,sea
1963,mountain
1964,forest
1965,buildings
1966,buildings
1967,mountain
1968,glacier
1969,sea
1970,forest
1971,street
1972,mountain
1973,forest
1974,street
1975,mountain
1976,buildings
1977,glacier
1978,buildings
1979,street
1980,mountain
1981,street
1982,street
1983,forest
1984,street
1985,street
1986,mountain
1987,forest
1988,mountain
1989,glacier
1990,forest
1991,glacier
1992,mountain
1993,forest
1994,forest
1995,glacier
1996,forest
1997,mountain
1998,buildings
1999,buildings
2000,forest
2001,sea
2002,street
2003,buildings
2004,buildings
2005,mountain
2006,street
2007,street
2008,street
2009,forest
2010,glacier
2011,glacier
2012,glacier
2013,glacier
2014,forest
2015,forest
2016,buildings
2017,buildings
2018,buildings
2019,street
2020,mountain
2021,sea
2022,street
2023,mountain
2024,mountain
2025,street
2026,mountain
2027,buildings
2028,street
2029,forest
2030,glacier
2031,forest
2032,mountain
2033,street
2034,glacier
2035,sea
2036,forest
2037,street
2038,street
2039,buildings
2040,forest
2041,forest
2042,mountain
2043,street
2044,buildings
2045,sea
2046,mountain
2047,street
2048,street
2049,mountain
2050,glacier
2051,mountain
2052,sea
2053,buildings
2054,mountain
2055,sea
2056,glacier
2057,buildings
2058,mountain
2059,glacier
2060,glacier
2061,mountain
2062,mountain
2063,glacier
2064,mountain
2065,buildings
2066,mountain
2067,sea
2068,forest
2069,sea
2070,forest
2071,buildings
2072,street
2073,forest
2074,forest
2075,glacier
2076,mountain
2077,forest
2078,forest
2079,sea
2080,street
2081,buildings
2082,forest
2083,forest
2084,street
2085,buildings
2086,glacier
2087,buildings
2088,forest
2089,forest
2090,buildings
2091,mountain
2092,forest
2093,street
2094,sea
2095,sea
2096,sea
2097,forest
2098,sea
2099,forest
2100,glacier
2101,mountain
2102,mountain
2103,street
2104,buildings
2105,street
2106,street
2107,sea
2108,forest
2109,glacier
2110,street
2111,street
2112,buildings
2113,sea
2114,sea
2115,mountain
2116,glacier
2117,sea
2118,sea
2119,glacier
2120,mountain
2121,forest
2122,buildings
2123,street
2124,glacier
2125,sea
2126,mountain
2127,glacier
2128,buildings
2129,sea
2130,forest
2131,mountain
2132,mountain
2133,buildings
2134,sea
2135,glacier
2136,street
2137,street
2138,forest
2139,glacier
2140,buildings
2141,street
2142,forest
2143,street
2144,sea
2145,sea
2146,buildings
2147,sea
2148,sea
2149,forest
2150,buildings
2151,sea
2152,sea
2153,forest
2154,mountain
2155,mountain
2156,sea
2157,glacier
2158,buildings
2159,street
2160,sea
2161,street
2162,buildings
2163,street
2164,street
2165,street
2166,forest
2167,sea
2168,buildings
2169,street
2170,mountain
2171,buildings
2172,street
2173,glacier
2174,glacier
2175,forest
2176,glacier
2177,forest
2178,forest
2179,glacier
2180,mountain
2181,forest
2182,mountain
2183,sea
2184,forest
2185,forest
2186,forest
2187,glacier
2188,buildings
2189,sea
2190,mountain
2191,forest
2192,street
2193,forest
2194,mountain
2195,forest
2196,mountain
2197,sea
2198,mountain
2199,mountain
2200,buildings
2201,mountain
2202,street
2203,mountain
2204,mountain
2205,buildings
2206,mountain
2207,mountain
2208,sea
2209,street
2210,street
2211,buildings
2212,glacier
2213,glacier
2214,glacier
2215,forest
2216,mountain
2217,forest
2218,street
2219,buildings
2220,forest
2221,mountain
2222,buildings
2223,sea
2224,street
2225,glacier
2226,buildings
2227,street
2228,street
2229,forest
2230,street
2231,buildings
2232,forest
2233,forest
2234,street
2235,mountain
2236,mountain
2237,street
2238,street
2239,buildings
2240,glacier
2241,forest
2242,glacier
2243,buildings
2244,mountain
2245,sea
2246,street
2247,buildings
2248,mountain
2249,sea
2250,mountain
2251,street
2252,street
2253,sea
2254,buildings
2255,glacier
2256,buildings
2257,mountain
2258,mountain
2259,sea
2260,forest
2261,sea
2262,mountain
2263,forest
2264,buildings
2265,buildings
2266,mountain
2267,forest
2268,sea
2269,sea
2270,mountain
2271,mountain
2272,forest
2273,buildings
2274,mountain
2275,sea
2276,mountain
2277,glacier
2278,forest
2279,street
2280,glacier
2281,forest
2282,street
2283,mountain
2284,buildings
2285,forest
2286,street
2287,mountain
2288,buildings
2289,street
2290,street
2291,street
2292,buildings
2293,forest
2294,street
2295,mountain
2296,street
2297,mountain
2298,forest
2299,mountain
2300,buildings
2301,street
2302,glacier
2303,forest
2304,glacier
2305,mountain
2306,glacier
2307,buildings
2308,mountain
2309,glacier
2310,street
2311,forest
2312,mountain
2313,forest
2314,forest
2315,mountain
2316,buildings
2317,sea
2318,forest
2319,buildings
2320,forest
2321,buildings
2322,street
2323,sea
2324,mountain
2325,mountain
2326,mountain
2327,buildings
2328,street
2329,street
2330,mountain
2331,sea
2332,street
2333,sea
2334,sea
2335,street
2336,mountain
2337,street
2338,mountain
2339,buildings
2340,sea
2341,buildings
2342,forest
2343,street
2344,mountain
2345,street
2346,forest
2347,buildings
2348,street
2349,forest
2350,buildings
2351,forest
2352,forest
2353,sea
2354,mountain
2355,mountain
2356,mountain
2357,mountain
2358,glacier
2359,forest
