374,6
375,16
376,21
377,3
378,32
379,16
380,19
381,1
382,8
383,8
384,41
385,10
386,16
387,47
388,44
389,21
390,21
391,17
392,9
393,8
394,36
395,14
396,4
397,1
398,3
399,2
400,16
401,3
402,43
403,16
404,1
405,9
406,11
407,3
408,16
409,17
410,9
411,11
412,36
413,22
414,13
415,8
416,4
417,14
418,11
419,4
420,3
421,1
422,32
423,32
424,23
425,3
426,1
427,28
428,32
429,28
430,12
431,0
432,3
433,3
434,22
435,23
436,47
437,14
438,3
439,3
440,1
441,6
442,3
443,28
444,7
445,3
446,3
447,14
448,27
449,4
450,5
451,3
452,41
453,8
454,8
455,3
456,19
457,18
458,11
459,1
460,3
461,3
462,8
463,16
464,10
465,44
466,40
467,2
468,17
469,1
470,14
471,3
472,11
473,17
474,20
475,31
476,1
477,3
478,3
479,32
480,1
481,15
482,7
483,6
484,22
485,1
486,10
487,1
488,2
489,3
490,32
491,38
492,16
493,32
494,3
495,16
496,3
497,1
498,21
499,24
500,26
501,17
502,0
503,31
504,16
505,3
506,22
507,4
508,1
509,28
510,18
511,19
512,36
513,15
514,1
515,35
516,3
517,20
518,36
519,42
520,10
521,2
522,39
523,10
524,1
525,8
526,5
527,4
528,10
529,26
530,38
531,11
532,16
533,3
534,17
535,40
536,5
537,32
538,12
539,3
540,1
541,1
542,39
543,3
544,6
545,4
546,11
547,17
548,28
549,32
550,27
551,34
552,10
553,10
554,22
555,3
556,17
557,6
558,11
559,40
560,6
561,38
562,21
563,6
564,3
565,3
566,15
567,28
568,3
569,3
570,3
571,32
572,39
573,1
574,36
575,15
576,6
577,9
578,32
579,3
580,1
581,45
582,0
583,29
584,42
585,3
586,31
587,1
588,32
589,16
590,9
591,17
592,3
593,22
594,3
595,24
596,35
597,28
598,32
599,31
600,33
601,22
602,21
603,3
604,31
605,10
606,35
607,2
608,36
609,15
610,28
611,3
612,28
613,1
614,9
615,18
616,15
617,24
618,24
619,24
620,10
621,0
622,16
623,14
624,17
625,16
626,1
627,32
628,34
629,21
630,3
631,21
632,14
633,4
634,3
635,5
636,42
637,11
638,24
639,16
640,3
641,25
642,18
643,11
644,1
645,16
646,5
647,24
648,6
649,43
650,28
651,39
652,35
653,31
654,1
655,30
656,3
657,3
658,19
659,4
660,28
661,3
662,16
663,9
664,9
665,47
666,1
667,18
668,3
669,3
670,4
671,40
672,3
673,47
674,12
675,11
676,11
677,3
678,9
679,3
680,28
681,18
682,36
683,1
684,22
685,10
686,15
687,9
688,0
689,40
690,39
691,9
692,22
693,3
694,28
695,4
696,4
697,39
698,24
699,3
700,22
701,8
702,9
703,1
704,1
705,40
706,21
707,1
708,16
709,48
710,5
711,32
712,43
713,3
714,3
715,10
716,1
717,8
718,9
719,40
720,28
721,1
722,16
723,3
724,9
725,9
726,18
727,8
728,9
729,39
730,1
731,8
732,9
733,0
734,7
735,9
736,10
737,43
738,36
739,31
740,10
741,13
742,14
743,3
744,17
745,26
746,42
747,4
748,32
749,16
750,11
751,11
752,8
753,36
754,3
755,19
756,21
757,10
758,1
759,19
760,10
761,6
762,18
763,18
764,8
765,16
766,36
767,35
768,15
769,3
770,46
771,39
772,1
773,11
774,3
775,38
776,10
777,9
778,6
779,26
780,1
781,22
782,9
783,3
784,24
785,16
786,29
787,39
788,15
789,2
790,10
791,7
792,1
793,13
794,11
795,5
796,1
797,28
798,31
799,4
